,Screen Size,Screen Resolution,Processor,RAM,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand Name,Series,Operating System,Item Weight,Product Dimensions,Item Dimensions L x W x H,Processor Brand,Processor Count,Flash Memory Size,Hard Drive Interface,Hard Drive Rotational Speed,Optical Drive Type,Batteries,Date First Available,Price
1257,15.6 inches,1920 x 1080,1.6 GHz Intel Core i5,12 GB,1 TB flash_memory_solid_state,Intel graphics,intel,,,,Dell,DELL laptop,Windows 10,5 pounds,,,Intel,4,,Solid State,,,,"September 5, 2019",$649.99
1258,11.6 inches,1920 x 1080,1.84 GHz,4 GB DDR3,32 GB,Intel,,Integrated,,6 hours,Azpen,Intel Cherry Trail,Windows 10,3.6 pounds,,,Intel,4,32 GB,,,,1 A batteries required. (included),"March 6, 2018",
1259,15.6 inches,1920 x 1080 pixels,2.3 GHz Intel Core i3,4 GB DDR4,Flash Memory Solid State,Intel HD Graphics 610,Intel,Integrated,1,10 hours,Lenovo,Chromebook C340,Chrome OS,4.4 pounds,14.2 x 9.8 x 0.8 inches,14.23 x 9.8 x 0.75 inches,Intel,1,32,Solid State,7200 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),"September 5, 2019",$429.79
1260,15.6 inches,,2.5 GHz Intel Core i5,8 GB DDR,256 GB SSD,Intel HD Graphics 620,intel,Integrated,,,Dell,Dell-i5-256GB-SSD,Windows 10 Home,2.6 pounds,10.2 x 15 x 0.9 inches,10.2 x 15 x 0.9 inches,Intel,2,256 GB,Solid State,,,1 Lithium Metal batteries required. (included),"January 19, 2018",$429.98
1261,17.3 inches,1600 x 900,3.1 GHz AMD A Series,8 GB,256 GB SSD,AMD Radeon R5,amd,,,,HP,Notebook - 17,Windows 10,5.42 pounds,16.3 x 10.7 x 1 inches,16.33 x 10.72 x 0.96 inches,AMD,2,,Solid State,,,1 Lithium ion batteries required. (included),"April 12, 2019",$569.00
1262,15.6 inches,1920 x 1080 pixels,4.1 GHz Core i7 Family,16 GB DDR4,512 GB 512GB PCIe M.2 SSD,NVIDIA GeForce,NVIDIA,Dedicated,2,,Dell,AWm15-7806SLV-PUS,Windows 10 Home,9.9 pounds,,,Intel,6,16.00,Solid State,7200 RPM,No Optical Drive,1 Lithium ion batteries required. (included),"January 17, 2019","$1,599.00"
1263,14 inches,1366 x 768,2.7 GHz Intel Core i5,8 GB SDRAM DDR3,320 GB HDD 7200 rpm,Intel Integrated Graphics,intel,Integrated,,,Dell,E6440,Windows 10 Pro,4.7 pounds,13.3 x 1.3 x 9.2 inches,13.3 x 1.3 x 9.2 inches,Intel,2,,Serial ATA,,,1 Lithium ion batteries required.,"August 14, 2017",$226.00
1264,17.3 inches,1600x900,4 GHz Core i7 8700,20 GB SO-DIMM,1 TB SSD,,Intel,,,11 hours,HP,Pavilion,Windows 10,5.5 pounds,16.3 x 10.7 x 1 inches,16.3 x 10.7 x 0.96 inches,Intel,4,,Serial ATA,,,,"June 11, 2019",$986.00
1265,15.6 inches,1920 x 1080,3.9 GHz Core i7 Family,8 GB DDR4,512 GB 512GB M.2 PCIe NVMe Solid State Drive,,Intel,Dedicated,2,,Dell,Dell Inspiron 15 5593,Windows 10 Home,6.2 pounds,,,Intel,1,8.00,Solid State,5400 RPM,No Optical Drive,,"September 17, 2019",$849.99
1266,15.6 inches,1920 x 1080,2.7 GHz AMD A Series,8 GB,512 GB flash_memory_solid_state,AMD Radeon R7,amd,Dedicated,,,ASUS,VivoBook F510QA,Windows 10,5.73 pounds,14.2 x 10.1 x 0.8 inches,14.2 x 10.1 x 0.8 inches,Intel,4,512 GB,Solid State,,,,"July 2, 2019",
1267,15.6 inches,1920 x 1080,1.6 GHz Intel Core i5,16 GB,512 GB flash_memory_solid_state,Intel UHD Graphics 620,Intel,Integrated,,,Lenovo,Thinkpad,Windows 10,3.98 pounds,,,Intel,4,512 GB,Solid State,5400 RPM,,1 Lithium ion batteries required. (included),"March 29, 2019",$749.99
1268,14 inches,HD (1366 X 768),2.6 GHz Ryzen 3 2300U,8 GB,512 GB SSD,AMD RadeonTM Vega 3 Graphics,AMD,,,,HP,HP 14 Laptop,Windows 10,,12.8 x 8.9 x 0.8 inches,12.75 x 8.89 x 0.78 inches,AMD,2,,Solid State,,,1 Lithium ion batteries required. (included),"November 19, 2019",$379.00
1269,14 inches,,2.7 GHz AMD A Series,8 GB,500 GB HDD 7200 rpm,Integrated AMD Radeon HD,,,,,HP,HP 645 G1,Windows 10,,,,AMD,2,,Serial ATA,,,,"June 19, 2019",$249.99
1270,14 inches,1600 x 900,2.6 GHz Intel Core i5,8 GB,500 GB HDD 5400 rpm,,Intel,integrated,,,Dell,E6440 Latitude,Windows 10,4.67 pounds,9.2 x 13.3 x 1.3 inches,9.2 x 13.3 x 1.3 inches,Intel,2,,Serial ATA,,,1 Lithium ion batteries required. (included),"July 25, 2018",$259.23
1271,15.6 inches,1366 x768,2.2 GHz Intel Core i3,8 GB DDR4,1 TB HDD 5400 rpm,HD Graphics,Intel,,,10 hours,Dell,Dell Inspiron,"Windows 10 Home,, 64-Bite",4.81 pounds,15 x 10.2 x 0.9 inches,14.96 x 10.15 x 0.89 inches,Intel,2,,eSATA,5400 RPM,,1 Lithium ion batteries required.,"March 4, 2019",$351.48
1272,15.6 inches,1366x768,2.4 GHz Intel Core i5,8 GB SO-DIMM DDR3,250 GB HDD 5400 rpm,Intel HD Integrated,Intel,,,,Dell,Latitude E6520,Windows 10 Home,5.51 pounds,10.2 x 15.1 x 1.1 inches,10.16 x 15.12 x 1.11 inches,Intel,2,,Serial ATA,,,,"October 1, 2017",$204.61
1273,15.6 inches,1920 x 1080,2.2 GHz Intel Core i7,16 GB SO-DIMM,512 GB Flash Memory Solid State,NVIDIA GeForce RTX 2060,NVIDIA,Dedicated,4,4 hours,MSI,GS65 Stealth-006,Windows 10,4.19 pounds,15.1 x 10.2 x 0.7 inches,15.08 x 10.24 x 0.69 inches,Intel,6,512.00,Solid State,1,No Optical Drive,1 Lithium ion batteries required. (included),"March 6, 2019","$1,501.27"
1274,,,,,,,,,,,,,,4.3 pounds,13.3 x 9.3 x 1.1 inches,,,,,,,,1 Lithium ion batteries required. (included),,$269.69
1275,14 inches,1366 x 768,2.2 GHz Intel Core i3,4 GB,1 TB SSD,Intel UHD Graphics 620,Intel,Integrated,,,HP,HP,Windows 10,3.1 pounds,12.7 x 8.8 x 0.7 inches,12.7 x 8.8 x 0.7 inches,Intel,2,,Serial ATA,,,,"August 11, 2019",$454.03
1276,15.6 inches,1920 x 1080 pixels,4.1 GHz Intel Mobile CPU,16 GB SO-DIMM,2 TB Hybrid Drive,NVIDIA GeForce,NVIDIA,Dedicated,4,,GIGABYTE,AORUS 15,Windows 10 Home,5.29 pounds,14.2 x 9.7 x 1 inches,14.2 x 9.68 x 0.96 inches,Intel,1,,PCIE x 4,5400 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),"January 29, 2019","$1,599.00"
1277,17.3 inches,1600 x 900,2 GHz Ryzen 5 2500U,16 GB,512 GB flash_memory_solid_state,Integrated,amd,Integrated,,,HP,17-ca0064cl,Windows 10,5.4 pounds,12.8 x 9.2 x 0.7 inches,12.8 x 9.2 x 0.7 inches,AMD,2,,Serial ATA,,,1 Lithium ion batteries required.,"July 7, 2019",$725.41
1278,15.6 inches,1366 x 768,2.2 GHz Intel Core i3,8 GB SDRAM,1 TB mechanical_hard_drive,Intel UHD Graphics 620,intel,Integrated,,,Lenovo,Lenovo Ideapad 330,Windows 10,4.41 pounds,14.9 x 10.2 x 0.9 inches,14.9 x 10.2 x 0.9 inches,Intel,2,,Serial ATA,,,1 Lithium ion batteries required. (included),"June 6, 2019",$405.24
1279,15.6 inches,1920 x 1080 IPS,2 GHz AMD R Series,8 GB,256 GB SSD,Radeon RX Vega 8 Graphics,AMD Radeo Vega 8,integrated,,10 hours,Dell,Dell Inspiron,Windows 10 Home,4.81 pounds,15 x 10.2 x 0.9 inches,14.96 x 10.15 x 0.89 inches,AMD,4,256 GB,Solid State,,,1 Lithium ion batteries required. (included),"June 26, 2019",$529.00
1280,15.6 inches,1366 x 768,1.6 GHz Intel Core i5,8 GB DDR4,256 GB SSD,HD Graphics,Intel,,,10 hours,Dell,Dell Inspiron,"Windows 10 Home,, 64-Bite",4.81 pounds,15 x 10.2 x 0.9 inches,14.96 x 10.15 x 0.89 inches,Intel,4,,Solid State,,,1 Lithium ion batteries required. (included),"March 4, 2019",$379.00
1281,14 inches,1366x768,2.3 GHz Intel Core i5,8 GB SO-DIMM DDR4,256 GB SSD,Integrated Intel HD Graphics 520,Intel,integrated,,,HP,HP EliteBook 840 G3 Notebook PC,Windows 10 Pro,3.27 pounds,9.3 x 13.3 x 0.7 inches,9.3 x 13.3 x 0.74 inches,Intel,2,256 GB,Solid State,,,1 Lithium Polymer batteries required. (included),"October 17, 2018",$652.00
1282,15.6 inches,1366x768,2.3 GHz AMD A Series,8 GB,1 TB mechanical_hard_drive,AMD Radeon R3,,,,,HP,255,Windows 10 Pro,5 pounds,14.8 x 9.7 x 0.9 inches,14.8 x 9.68 x 0.89 inches,AMD,2,,Serial ATA,,,,"September 17, 2019",$419.00
1283,15.6 inches,1366x768 pixels,1.6 GHz Intel Celeron,4 GB DDR3L,500 GB SATA,Intel Integrated Graphics,Intel,Integrated,1,8 hours,Dell,Inspiron 15 3000,Windows 10,4.9 pounds,10.3 x 15 x 0.9 inches,10.3 x 15 x 0.9 inches,Intel,1,4 GB,,5400 RPM,Tray load DVD Drive (Reads and Writes to DVD/CD),1 Lithium Polymer batteries required. (included),"January 11, 2015",$359.98
1284,15.6 inches,1366 x 768,2.5 GHz Core i5 7200U,8 GB SDRAM,1 TB HDD 5400 rpm,Intel HD Graphics 620,Intel,Integrated,,6 hours,Acer,Acer Aspire 3 7TH Gen i5,Windows 10,4.65 pounds,15 x 10.2 x 0.8 inches,15.02 x 10.2 x 0.85 inches,Intel,2,,Serial ATA,,,,"July 11, 2019",$459.00
1285,15.6 inches,1920 x 1080,2.2 GHz Intel Core i7,24 GB,256 GB flash_memory_solid_state,GTX 1060 6GB,nvidia,dedicated,,7 hours,Acer,Acer Predator Helios 300,Windows 10,10.41 pounds,15 x 10 x 1 inches,15 x 10 x 1 inches,Intel,6,512 GB,Solid State,,,,"April 3, 2019","$1,148.00"
1286,14 inches,1366 x 768,1 GHz Intel Core i5,8 GB SDRAM,512 GB SSD,Intel UHD Graphics,Intel,,,7 hours,HP,HP,Windows 10,3.24 pounds,12.8 x 8.8 x 0.7 inches,12.75 x 8.85 x 0.7 inches,Intel,4,,Solid State,,,1 Lithium ion batteries required. (included),"November 1, 2019",$591.00
1287,15.6 inches,1366x768,1.6 GHz Intel Core i5,24 GB SO-DIMM,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,,,Dell,850011104248,Windows 10,4.41 pounds,15 x 10.2 x 0.8 inches,15 x 10.2 x 0.8 inches,Intel,4,,Solid State,,,,"November 11, 2019",
1288,11.6 inches,1366 x 768,1.1 GHz Intel Celeron,4 GB DDR4,64 GB SSD,Integrated Graphics,intel,Integrated,,,Lenovo,Lenovo,Windows 10,3.68 pounds,11.3 x 7.9 x 0.7 inches,11.3 x 7.9 x 0.7 inches,Intel,2,64 GB,Serial ATA,,,1 Lithium Polymer batteries required. (included),"May 26, 2019",$160.00
1289,15.6 inches,1366x768,1.6 GHz Intel Core i5,20 GB SO-DIMM,1 TB SSD,Intel UHD Graphics 620,Intel,Integrated,,,Dell,850011104538,Windows 10,4.41 pounds,15 x 10.2 x 0.8 inches,15 x 10.2 x 0.8 inches,Intel,4,,Solid State,,,,"November 11, 2019",$654.99
1290,15.6 inches,HD (1366 X 768),2.1 GHz Intel Core i3,8 GB,512 GB SSD,UHD Graphics 620 Integrated,Intel,,,,HP,HP Pavilion Laptop,Windows 10,,14.1 x 9.5 x 0.8 inches,14.11 x 9.53 x 0.78 inches,Intel,2,,Solid State,,,1 Lithium ion batteries required. (included),"November 6, 2019",$469.00
1291,15.6 inches,1920x1080 pixels,1.8 GHz Intel Core i7,8 GB DDR4,256 GB Flash Memory Solid State,GeForce MX110,NVIDIA,Dedicated,3,9 hours,ASUS,ZenBook Pro,Windows 10 Pro,5.2 pounds,15 x 10.1 x 0.9 inches,15 x 10.1 x 0.9 inches,Intel,4,256.0,Solid State,5400 RPM,No Optical Drive,1 Lithium ion batteries required. (included),"May 17, 2018",$854.90
1292,11.6 inches,1366 x 768,2.1 GHz Pentium 4405U,8 GB SDRAM,128 GB SSD,Intel HD Graphics 510,Intel,integrated,,13 hours,HP,HP Probook 11.6 Touchscreen,Windows 10 Pro,5.7 pounds,11.9 x 8.9 x 1 inches,11.9 x 8.9 x 1 inches,Intel,2,512 GB,ATA,,,1 Lithium ion batteries required. (included),"May 13, 2019",$359.67
1293,15.6 inches,1366x768,1.6 GHz Intel Core i5,20 GB SO-DIMM,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,,,Dell,850011104231,Windows 10,4.41 pounds,15 x 10.2 x 0.8 inches,15 x 10.2 x 0.8 inches,Intel,4,,Solid State,,,,"November 11, 2019",$559.99
1294,15.6 inches,1920 x 1080,1.6 GHz Core i5 8250U,8 GB DDR3,256 GB SSD,NVIDIA GeForce MX130 Graphics,NVIDIA GeForce MX130 Graphics,dedicated,,,Lenovo,Lenovo Flex 5 15.6 2IN1,Windows 10,4.41 pounds,14.3 x 9.8 x 0.8 inches,14.3 x 9.8 x 0.8 inches,Intel,4,256 GB,Serial ATA,,,1 Lithium ion batteries required. (included),"June 10, 2019",$579.99
1295,12.5 inches,1920x1080,2.4 GHz Intel Core i7,16 GB SDRAM,512 GB SSD,Intel HD 520,Intel,,,4 hours,Dell,Ultrabook Latitude E7270,Windows 10 Pro,5.64 pounds,12.3 x 8.7 x 0.5 inches,12.3 x 8.7 x 0.5 inches,Intel,4,,Solid State,,,1 Lithium ion batteries required. (included),"January 22, 2018",$499.99
1296,11 inches,1366 x 768,1.1 GHz Celeron N,4 GB DDR4,64 GB SSD,intel,,Integrated,,6 hours,Lenovo,flex 11,Windows 10,2 pounds,11 x 8 x 0.7 inches,11 x 8 x 0.7 inches,Intel,4,64 GB,Solid State,,,2 Lithium ion batteries required. (included),"May 9, 2019",$249.98
1297,15.6 inches,1920 x 1080,2.6 GHz Intel Core i7,32 GB SDRAM,512 GB SSD,NVIDIA GeForce RTX 2060 6GB GDDR6,NVIDIA,dedicated,,,MSI,MSI Gaming Laptop,Windows 10,8.04 pounds,15.1 x 10.2 x 0.7 inches,15.1 x 10.2 x 0.69 inches,Intel,6,,Serial ATA,,,,"September 2, 2019","$1,889.00"
1298,15.6 inches,1366x768,1.6 GHz Intel Core i5,16 GB SO-DIMM,500 GB SSD,Intel UHD Graphics 620,intel,Integrated,,,Oemgenuine,E590,Windows 10,4.68 pounds,14.5 x 9.9 x 0.8 inches,14.53 x 9.94 x 0.78 inches,Intel,4,,Solid State,,,,"June 16, 2018",$749.95
1299,15.6 inches,1600 x 900,1.8 GHz Core i7 Family,16 GB SO-DIMM,2 TB SSD,Intel HD Graphics 620,intel,Integrated,,5 hours,Lenovo,ThinkPad,Windows 10,4.67 pounds,9.9 x 14.5 x 0.8 inches,9.9 x 14.5 x 0.8 inches,Intel,4,,Solid State,,,1 Lithium ion batteries required. (included),"November 6, 2019","$1,312.00"
1300,14 inches,,Intel Core i7,16 GB,256 GB,Intel,,Integrated,,,Dell,Dell Latitude,Windows 10 Pro,4.3 pounds,13.2 x 9.3 x 0.7 inches,13.2 x 9.3 x 0.7 inches,Intel,4,256 GB,,,,1 Lithium ion batteries required.,"September 14, 2017",$515.00
1301,14 inches,1920x1080,1.6 GHz Intel Celeron,4 GB,64 GB emmc,Intel UHD Graphics 600,intel,,,14 hours,HP,Stream,Windows 10,4.42 pounds,13.3 x 8.9 x 0.7 inches,13.27 x 8.9 x 0.7 inches,Intel,2,64 GB,eSATA,,,1 Lithium ion batteries required. (included),"March 13, 2019",$259.70
1302,13.3 inches,1920 x 1080,3.1 GHz core_m,16 GB,256 GB SSD,Intel® Integrated HD Graphics 515,,,,7 hours,Dell,Latitude,Windows 10,2.5 pounds,12 x 8.3 x 0.6 inches,12 x 8.3 x 0.56 inches,Intel,2,256 GB,Solid State,,,1 Lithium Polymer batteries required. (included),"March 11, 2019",$599.99
1303,14 inches,1366x768,2.9 GHz Intel Core i7,8 GB DDR3,180 GB SSD,Intel HD Graphics 4000,intel,Integrated,,,HP,HP EliteBook 8470P,Windows 10 Pro,4.63 pounds,13.3 x 9.1 x 1.3 inches,13.31 x 9.09 x 1.34 inches,Intel,2,180 GB,Solid State,,,1 Lithium ion batteries required.,"August 23, 2017",$299.98
1304,14 inches,1920 x 1080,3.4 Core i5 6200U,8 GB DDR4,Flash Memory Solid State,Intel HD Graphics 520,Intel,Integrated,1,,Acer,NX.VDKAA.195,Windows 10 Home,5.95 pounds,18.2 x 3 x 11.5 inches,18.25 x 3 x 11.5 inches,Intel,1,500,eSATA,7200,No Optical Drive,4 Lithium ion batteries required. (included),"April 24, 2019",$389.58
1305,17.3 inches,1920x1080,2.3 GHz AMD R Series,8 GB DDR4,512 GB flash_memory_solid_state,NVIDIA GeForce GTX 1650,nvidia,dedicated,,,ASUS,ASUS TUF,Windows 10,5.73 pounds,16.8 x 11.2 x 1.1 inches,16.8 x 11.2 x 1.1 inches,AMD,4,512 GB,Solid State,,,1 Lithium Polymer batteries required. (included),"July 18, 2019",$799.00
1306,15.6 inches,1920 x 1080,1.8 GHz Core i7 8550U,16 GB SDRAM,512 GB SSD,Intel UHD Graphics 620,Intel,Integrated,,7 hours,Dell,Inspiron 5570,Windows 10,5.14 pounds,15 x 10.2 x 0.9 inches,15 x 10.2 x 0.9 inches,Intel,4,,Solid State,,,1 Lithium ion batteries required. (included),"October 28, 2019",$849.00
1307,11.6 inches,1366x768 pixels,1.6 GHz Pentium,4 GB DDR3L,500 GB 500GB 5400 rpm eMMC,,Intel Integrated Graphics,Intel Integrated Graphics,1,,Dell,Inspiron 11 3000 2-in-1,Windows 10,3.2 pounds,11.3 x 0.8 x 7.8 inches,11.3 x 0.8 x 7.8 inches,Intel,2,32 GB,,5400 RPM,No Optical Drive,1 CR2 batteries required. (included),"July 20, 2016",$380.00
1308,14 inches,1366 x 768,2.1 GHz Celeron N,4 GB,16 GB flash_memory_solid_state,NVIDIA Kepler GK20A,,,,,HP,Chromebook 14 G3,Chrome OS,5.1 pounds,,,Intel,2,,ATA,,,,"October 4, 2019",
1309,15.6 inches,1920x1080,1.6 GHz Intel Core i5,8 GB DDR4,256 GB SSD,Intel UHD Graphics 620,intel,Integrated,,,Dell,Inspiron,Windows 10,4.85 pounds,15 x 10 x 0.8 inches,15.04 x 9.96 x 0.8 inches,Intel,4,256 GB,Solid State,,,1 Lithium ion batteries required. (included),"May 26, 2018",$628.00
1310,17.3 inches,1600 x 900,8032,DDR3,mechanical_hard_drive,AMD Radeon 530,amd,Dedicated,,,HP,HP Pavilion,,7.4 pounds,,,,1,1 TB,,5400 RPM,,1 Lithium ion batteries required.,"August 23, 2018",$506.99
1311,15 inches,,1.6 GHz 1.2GHz Cortex A8 Processor,8 GB DDR4,256 GB flash_memory_solid_state,Intel UHD Graphics 620,intel,"Dedicated, Integrated",1,,HP,HP ProBook,Windows 10 Pro,5 pounds,2 x 4 x 8 inches,2 x 4 x 8 inches,na,1,256.00,Ethernet,1 RPM,No Optical Drive,1 Lithium ion batteries required. (included),"January 2, 2019",$594.00
1312,15.6 inches,1366 x 768,2.4 GHz Intel Core i3,8 GB SDRAM,128 GB SSD,Intel HD Graphics 620,intel,Integrated,,7 hours,HP,HP,Windows 10,6.26 pounds,14.9 x 9.9 x 0.9 inches,14.9 x 9.9 x 0.9 inches,Intel,2,,Solid State,,,1 Lithium ion batteries required. (included),"August 27, 2019",$364.00
1313,14 inches,,,8 GB,,HP Pavilion,,,,,HP,HP Pavilion,Windows 2000,3.73 pounds,12.9 x 8.9 x 0.7 inches,12.87 x 8.88 x 0.7 inches,Intel,4,1 TB,,5400 RPM,,4 Lithium Polymer batteries required. (included),"October 25, 2018",$529.00
1314,15.6 inches,1920 x 1080,1.8 GHz Intel Core i7,16 GB DDR,512 GB SSD,NVIDIA GeForce MX130,NVIDA,Dedicated,3,,Lenovo,Lenovo Ideapad,Windows 10 Home,4.4 pounds,14.3 x 9.7 x 0.8 inches,14.33 x 9.72 x 0.78 inches,Intel,4,512 GB,Solid State,,,1 Lithium ion batteries required. (included),"September 17, 2018",$948.38
1315,15.4 inches,,2.53 GHz Intel Core 2 Duo,4 GB SO-DIMM DDR2,320 GB mechanical_hard_drive,2.53 GHz,,,,,Dell,Dell Latitude,Windows 7 Professional,6 pounds,1.1 x 10.2 x 14.1 inches,1.1 x 10.2 x 14.1 inches,Intel,1,,Serial ATA,,,,"July 14, 2014",
1316,11.6 inches,1366 x 768,1.1 GHz Intel Celeron,4 GB,64 GB SSD,Integrated Graphics,,Integrated,,,Lenovo,Lenovo,Windows 10,3.58 pounds,11.3 x 7.9 x 0.7 inches,11.3 x 7.9 x 0.7 inches,Intel,2,,Serial ATA,,,,"May 26, 2019",$229.94
1317,13.3 inches,1920 x 1080,2.8 GHz Core i7 6600U,16 GB LPDDR3,512 GB SSD,HD 620,Intel,integrated,,,HP,elitebook 1030 X360 2-in-1 laptop,Windows 10,2.82 pounds,8.6 x 12.5 x 0.6 inches,8.6 x 12.5 x 0.6 inches,Intel,2,,Solid State,,,1 Lithium ion batteries required. (included),"July 9, 2019","$1,098.99"
1318,15.6 inches,1366 x 768 pixels,2.4 GHz Pentium,8 GB DDR4,512 GB SSD,Intel HD Graphics,Intel,Integrated,1,,Dell,15,Windows 10 Home,4.52 pounds,15 x 10 x 0.9 inches,15 x 10 x 0.9 inches,Intel,2,512.00,Solid State,1 RPM,No Optical Drive,1 Lithium ion batteries required. (included),"July 13, 2012",$399.00
1319,15.6 inches,1366 x 768,1.1 GHz Pentium,8 GB,1 TB HDD,Intel UHD Graphics 605,Intel,,,,HP,HP,Windows 10,4.3 pounds,15 x 10 x 0.9 inches,15 x 10 x 0.9 inches,Intel,4,,Serial ATA,,,1 Lithium ion batteries required.,"August 29, 2019",$399.77
1320,12.1 inches,1280 x 800,2.8 GHz Core i7 Family,4 GB,320 GB,Intel HD Graphics,Intel,Integrated,,4 hours,HP,EliteBook,Windows 7 Professional,,8 x 11 x 1 inches,8 x 11 x 1 inches,Intel,2,,ATA,,,1 Lithium ion batteries required.,"September 19, 2019",$129.99
1321,15.6 inches,1920 x 1080,1.8 GHz Intel Core i7,12 GB DDR4_SDRAM,256 GB flash_memory_solid_state,Intel UHD Graphics 620,,Integrated,,,HP,HP - ENVY x360 3VU70UA,Windows 10,4.48 pounds,14.1 x 9.7 x 0.7 inches,14.13 x 9.69 x 0.74 inches,Intel,4,256,,,,,"September 10, 2019",$799.00
1322,14 inches,1920 x 1080,2.4 GHz Intel Core i5,16 GB DDR4,256 GB SSD,Integrated Intel HD Graphics 520,Intel,,,,Lenovo,Commercial Notebook PC,Windows 10 Pro,3.63 pounds,9.2 x 13.2 x 0.8 inches,9.15 x 13.25 x 0.79 inches,Intel,4,256 GB,Solid State,,,1 Lithium ion batteries required. (included),"January 1, 2019",$745.99
1323,15.6 inches,1366 x 768,1.1 GHz Intel Celeron,8 GB,500 GB HDD,Intel UHD Graphics 600,Intel,,,,HP,HP,Windows 10 Home,4.49 pounds,15 x 9.9 x 0.9 inches,14.96 x 9.9 x 0.93 inches,Intel,2,,Serial ATA,,,,"November 20, 2019",$286.10
1324,15.6 inches,1366 x 768,3.7 GHz AMD A8,16 GB,1 TB HDD 5400 rpm,AMD Radeon R5,AMD,,,5 hours,Lenovo,B07WX24DDZ,Windows 10,5.95 pounds,12.8 x 9.2 x 0.7 inches,12.8 x 9.2 x 0.7 inches,AMD,2,,Serial ATA-600,,,,"August 21, 2019",$364.32
1325,17.3 inches,1920x1080,1.8 GHz Intel Core i7,16 GB,512 GB SSD,NVIDIA GeForce,NVIDIA,dedicated,,,HP,Envy 17t 10th Gen 512G Pro MAfee,Windows 10 Pro,6.14 pounds,15.9 x 10.5 x 0.9 inches,15.94 x 10.47 x 0.88 inches,Intel,4,,Solid State,,,1 Lithium ion batteries required. (included),"September 5, 2019","$1,073.98"
1326,17.3 inches,1600 x 900,1.8 GHz Intel Core i7,8 GB,1512 GB Hybrid,Intel UHD Graphics 620,intel,Integrated,,,HP,HP,Windows 10,5 pounds,12.8 x 9.2 x 0.7 inches,12.8 x 9.2 x 0.7 inches,Intel,4,512 GB,Serial ATA,,,1 Lithium ion batteries required.,"April 12, 2019",$868.00
1327,11.6 inches,1366x768,2.6 GHz AMD A Series,4 GB DDR4,500 GB mechanical_hard_drive,AMD Radeon R5,amd,integrated,,,Dell,Dell Inspiron,Windows 10,2.54 pounds,8 x 11.5 x 0.8 inches,7.95 x 11.5 x 0.82 inches,AMD,2,,Serial ATA,5400 RPM,,1 Lithium ion batteries required. (included),"May 16, 2019",$274.23
1328,13.3 inches,3840 x 2160,1.8 GHz Intel Core i7,16 GB DDR,1 TB PCIe SSD,Intel UHD Graphics 620,Intel,Integrated,,,Dell,Dell Inspiron 13 7000 2-in-1 laptop,Windows 10 Home,4.89 pounds,8.4 x 12.1 x 0.6 inches,8.4 x 12.1 x 0.6 inches,Intel,4,1 TB,Solid State,,,3 D batteries required. (included),"April 26, 2019","$1,299.00"
1329,15.6 inches,1920 x 1080,1.6 GHz AMD A Series,8 GB,512 GB flash_memory_solid_state,ASUS,amd,,,,ASUS,ASUS,Windows 10,5.55 pounds,,,AMD,4,512 GB,Serial ATA,,,1 Lithium ion batteries required. (included),"September 20, 2018",$400.06
1330,17.3 inches,1920 x 1080,1.6 GHz Intel Core i5,8 GB DDR,128 GB Hybrid,2GB GDDR5 AMD Radeon 520 Graphics Dedicated,AMD,dedicated,,,Dell,Dell Inspiron 3780,Windows 10 Home,6.16 pounds,11 x 16.4 x 1 inches,10.99 x 16.35 x 0.98 inches,Intel,4,,Solid State,,,,"September 17, 2019",$699.00
1331,15.6 inches,1920 x 1080,2.1 GHz Ryzen 5 2600H,8 GB,512 GB SSD,NVIDIA GeForce GTX 1050,NVIDIA,Dedicated,,,HP,850012153535,Windows 10,8 pounds,18 x 12 x 5 inches,18 x 12 x 5 inches,AMD,4,,Solid State,,,1 Lithium ion batteries required.,"November 5, 2019",$632.96
1332,15.6 inches,HD ( 1366 x 768 ),1.1 GHz Intel Celeron,8 GB DDR,1 TB HDD 5400 rpm,,Intel,,,,Lenovo,Lenovo,Windows 10 Home,5.9 pounds,10.2 x 14.9 x 0.9 inches,10.2 x 14.9 x 0.9 inches,Intel,2,,Serial ATA,5400.00,,,"December 17, 2018",$279.00
1333,17.3 inches,1920 x 1080 pixels,2.7 GHz 8032,12 GB DDR,1000 GB Mechanical Hard Drive,NVIDIA GeForce 940MX,nvidia,Dedicated,,7 hours,HP,HP INC.,Windows 10,6 pounds,11.6 x 16.4 x 1 inches,11.6 x 16.38 x 1 inches,Intel,2,,Serial ATA,7200 RPM,DVD-RW,1 Lithium ion batteries required. (included),"May 31, 2017","$1,049.99"
1334,14 inches,,,8 GB DDR3 SDRAM,320 GB,Intel HD Graphics 3000,,integrated,,,Dell,,Windows 10,3.75 pounds,13.9 x 1.2 x 8.8 inches,13.9 x 1.22 x 8.8 inches,,4,,,,,1 Lithium ion batteries required. (included),"March 29, 2017",$169.59
